name,artists,daily_rank,daily_movement,weekly_movement,snapshot_date,popularity,duration_ms,album_name,album_release_date
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",40,1,-4,11/22/2023,93,227195,Zach Bryan,8/25/2023
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,41,1,-8,11/22/2023,94,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
Another Love,Tom Odell,42,1,-2,11/22/2023,92,244360,Long Way Down (Deluxe),6/24/2013
First Person Shooter (feat. J. Cole),"Drake, J. Cole",43,5,7,11/22/2023,91,247444,For All The Dogs,10/6/2023
Sweater Weather,The Neighbourhood,44,1,-2,11/22/2023,92,240400,I Love You.,4/19/2013
Columbia,Quevedo,45,-1,1,11/22/2023,94,186000,Columbia,7/7/2023
Rockin' Around The Christmas Tree,Brenda Lee,46,-22,4,11/22/2023,85,126266,Merry Christmas From Brenda Lee,10/19/1964
fukumean,Gunna,47,2,-6,11/22/2023,94,125040,a Gift & a Curse,6/16/2023
Lover,Taylor Swift,48,-1,0,11/22/2023,92,221306,Lover,8/23/2019
Die For You,The Weeknd,49,1,-4,11/22/2023,90,260253,Starboy,11/24/2016
Snooze,SZA,50,0,0,11/22/2023,92,201800,SOS,12/9/2022
greedy,Tate McRae,1,0,0,11/21/2023,100,131872,greedy,9/15/2023
My Love Mine All Mine,Mitski,2,0,4,11/21/2023,97,137773,The Land Is Inhospitable and So Are We,9/15/2023
Cruel Summer,Taylor Swift,3,0,0,11/21/2023,99,178426,Lover,8/23/2019
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",4,0,1,11/21/2023,88,183550,GOLDEN,11/3/2023
Si No Estás,iñigo quintero,5,-3,-1,11/21/2023,99,184061,Si No Estás,9/23/2022
Standing Next to You,Jung Kook,6,0,-4,11/21/2023,97,206019,GOLDEN,11/3/2023
Lovin On Me,Jack Harlow,7,-1,13,11/21/2023,90,138411,Lovin On Me,11/10/2023
PERRO NEGRO,"Bad Bunny, Feid",8,-1,-1,11/21/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Paint The Town Red,Doja Cat,9,0,0,11/21/2023,88,230480,Scarlet,9/20/2023
All I Want for Christmas Is You,Mariah Carey,10,0,13,11/21/2023,90,241106,Merry Christmas,10/28/1994
HARLEY QUINN,"Fuerza Regida, Marshmello",11,-1,1,11/21/2023,93,143327,Pa las Baby's Y Belikeada,10/20/2023
Strangers,Kenya Grace,12,-1,1,11/21/2023,97,172964,Strangers,9/1/2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,13,0,-5,11/21/2023,95,229477,1989 (Taylor's Version),10/26/2023
MONACO,Bad Bunny,14,-2,-3,11/21/2023,98,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Last Christmas - Single Version,Wham!,15,0,19,11/21/2023,77,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",16,0,-1,11/21/2023,94,191466,Que Onda,8/30/2023
QLONA,"KAROL G, Peso Pluma",17,-3,-1,11/21/2023,93,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Agora Hills,Doja Cat,18,0,-1,11/21/2023,83,265360,Scarlet,9/20/2023
I Wanna Be Yours,Arctic Monkeys,19,0,0,11/21/2023,95,183956,AM,9/9/2013
Houdini,Dua Lipa,20,-3,-10,11/21/2023,91,185917,Houdini,11/9/2023
Water,Tyla,21,-2,-7,11/21/2023,96,200255,Water,7/28/2023
LALA,Myke Towers,22,-1,-1,11/21/2023,96,197920,LA VIDA ES UNA,3/23/2023
Según Quién,"Maluma, Carin Leon",23,-1,1,11/21/2023,89,142334,Don Juan,8/25/2023
Rockin' Around The Christmas Tree,Brenda Lee,24,0,26,11/21/2023,85,126266,Merry Christmas From Brenda Lee,10/19/1964
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",25,-1,0,11/21/2023,94,212878,GÉNESIS,6/29/2023
vampire,Olivia Rodrigo,26,0,1,11/21/2023,95,219724,GUTS,9/8/2023
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",27,0,3,11/21/2023,91,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
As It Was,Harry Styles,28,-3,0,11/21/2023,94,167303,Harry's House,5/20/2022
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",29,0,-11,11/21/2023,87,201812,3D : The Remixes,10/2/2023
Daylight,David Kushner,30,0,-4,11/21/2023,94,212953,Daylight,4/14/2023
Kill Bill,SZA,31,0,1,11/21/2023,91,153946,SOS,12/8/2022
Jingle Bell Rock,Bobby Helms,32,0,18,11/21/2023,83,130973,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),12/2/1957
IDGAF (feat. Yeat),"Drake, Yeat",33,-6,12,11/21/2023,93,260111,For All The Dogs,10/6/2023
The Night We Met,Lord Huron,34,0,5,11/21/2023,82,208211,Strange Trails,4/7/2015
Starboy,"The Weeknd, Daft Punk",35,0,-4,11/21/2023,93,230453,Starboy,11/25/2016
Dance The Night - From Barbie The Album,Dua Lipa,36,-6,-7,11/21/2023,93,176579,Dance The Night (From Barbie The Album),5/25/2023
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,37,-4,-15,11/21/2023,92,146436,1989 (Taylor's Version),10/26/2023
exes,Tate McRae,38,-9,12,11/21/2023,79,159400,exes,11/17/2023
Prada,"cassö, RAYE, D-Block Europe",39,-13,-1,11/21/2023,94,132359,Prada,8/11/2023
Stick Season,Noah Kahan,40,0,-3,11/21/2023,91,182346,Stick Season,10/14/2022
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",41,0,-1,11/21/2023,93,227195,Zach Bryan,8/25/2023
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,42,0,-9,11/21/2023,94,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
Another Love,Tom Odell,43,0,-2,11/21/2023,92,244360,Long Way Down (Deluxe),6/24/2013
Columbia,Quevedo,44,-5,0,11/21/2023,94,186000,Columbia,7/7/2023
Sweater Weather,The Neighbourhood,45,0,-2,11/21/2023,92,240400,I Love You.,4/19/2013
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,46,0,4,11/21/2023,63,205483,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),11/17/2023
Lover,Taylor Swift,47,0,3,11/21/2023,92,221306,Lover,8/23/2019
First Person Shooter (feat. J. Cole),"Drake, J. Cole",48,-13,2,11/21/2023,91,247444,For All The Dogs,10/6/2023
fukumean,Gunna,49,-2,-7,11/21/2023,94,125040,a Gift & a Curse,6/16/2023
Santa Tell Me,Ariana Grande,50,0,0,11/21/2023,85,204093,Santa Tell Me,11/24/2014
greedy,Tate McRae,1,49,0,11/20/2023,100,131872,greedy,9/15/2023
Si No Estás,iñigo quintero,2,48,0,11/20/2023,99,184061,Si No Estás,9/23/2022
My Love Mine All Mine,Mitski,2,48,8,11/20/2023,97,137773,The Land Is Inhospitable and So Are We,9/15/2023
Cruel Summer,Taylor Swift,3,47,2,11/20/2023,99,178426,Lover,8/23/2019
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",4,46,4,11/20/2023,87,183550,GOLDEN,11/3/2023
Lovin On Me,Jack Harlow,6,44,11,11/20/2023,89,138411,Lovin On Me,11/10/2023
Standing Next to You,Jung Kook,6,44,-3,11/20/2023,97,206019,GOLDEN,11/3/2023
PERRO NEGRO,"Bad Bunny, Feid",7,43,-3,11/20/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Paint The Town Red,Doja Cat,9,41,-2,11/20/2023,88,230480,Scarlet,9/20/2023
HARLEY QUINN,"Fuerza Regida, Marshmello",10,40,1,11/20/2023,93,143327,Pa las Baby's Y Belikeada,10/20/2023
All I Want for Christmas Is You,Mariah Carey,10,40,22,11/20/2023,90,241106,Merry Christmas,10/28/1994
Strangers,Kenya Grace,11,39,2,11/20/2023,97,172964,Strangers,9/1/2023
MONACO,Bad Bunny,12,38,-3,11/20/2023,98,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,13,37,-1,11/20/2023,94,229477,1989 (Taylor's Version),10/26/2023
QLONA,"KAROL G, Peso Pluma",14,36,1,11/20/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Last Christmas - Single Version,Wham!,15,35,35,11/20/2023,77,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",16,34,0,11/20/2023,94,191466,Que Onda,8/30/2023
Houdini,Dua Lipa,17,33,-11,11/20/2023,90,185917,Houdini,11/9/2023
Agora Hills,Doja Cat,18,32,0,11/20/2023,83,265360,Scarlet,9/20/2023
Water,Tyla,19,31,-5,11/20/2023,96,200255,Water,7/28/2023
I Wanna Be Yours,Arctic Monkeys,19,31,3,11/20/2023,95,183956,AM,9/9/2013
LALA,Myke Towers,21,29,-2,11/20/2023,96,197920,LA VIDA ES UNA,3/23/2023
Según Quién,"Maluma, Carin Leon",22,28,-1,11/20/2023,89,142334,Don Juan,8/25/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",24,26,0,11/20/2023,94,212878,GÉNESIS,6/29/2023
Rockin' Around The Christmas Tree,Brenda Lee,24,26,26,11/20/2023,85,126266,Merry Christmas From Brenda Lee,10/19/1964
As It Was,Harry Styles,25,25,1,11/20/2023,94,167303,Harry's House,5/20/2022
Prada,"cassö, RAYE, D-Block Europe",26,24,1,11/20/2023,94,132359,Prada,8/11/2023
vampire,Olivia Rodrigo,26,24,2,11/20/2023,95,219724,GUTS,9/8/2023
IDGAF (feat. Yeat),"Drake, Yeat",27,23,14,11/20/2023,93,260111,For All The Dogs,10/6/2023
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",27,23,8,11/20/2023,91,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
exes,Tate McRae,29,21,21,11/20/2023,75,159400,exes,11/17/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",29,21,-9,11/20/2023,87,201812,3D : The Remixes,10/2/2023
Dance The Night - From Barbie The Album,Dua Lipa,30,20,-5,11/20/2023,93,176579,Dance The Night (From Barbie The Album),5/25/2023
Daylight,David Kushner,30,20,-1,11/20/2023,94,212953,Daylight,4/14/2023
Kill Bill,SZA,31,19,3,11/20/2023,91,153946,SOS,12/8/2022
Jingle Bell Rock,Bobby Helms,32,18,18,11/20/2023,83,130973,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),12/2/1957
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,33,17,-10,11/20/2023,92,146436,1989 (Taylor's Version),10/26/2023
The Night We Met,Lord Huron,34,16,13,11/20/2023,82,208211,Strange Trails,4/7/2015
First Person Shooter (feat. J. Cole),"Drake, J. Cole",35,15,15,11/20/2023,91,247444,For All The Dogs,10/6/2023
Starboy,"The Weeknd, Daft Punk",35,15,-4,11/20/2023,93,230453,Starboy,11/25/2016
Columbia,Quevedo,39,11,-6,11/20/2023,94,186000,Columbia,7/7/2023
Stick Season,Noah Kahan,40,10,0,11/20/2023,91,182346,Stick Season,10/14/2022
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",41,9,-2,11/20/2023,93,227195,Zach Bryan,8/25/2023
You Broke My Heart,Drake,42,8,8,11/20/2023,71,230709,For All The Dogs Scary Hours Edition,11/17/2023
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,42,8,-5,11/20/2023,94,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
Lollipop,Darell,43,7,-13,11/20/2023,94,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Another Love,Tom Odell,43,7,1,11/20/2023,92,244360,Long Way Down (Deluxe),6/24/2013
Sweater Weather,The Neighbourhood,45,5,1,11/20/2023,92,240400,I Love You.,4/19/2013
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,46,4,4,11/20/2023,63,205483,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),11/17/2023
fukumean,Gunna,47,3,-11,11/20/2023,94,125040,a Gift & a Curse,6/16/2023
Lover,Taylor Swift,47,3,3,11/20/2023,92,221306,Lover,8/23/2019
Anti-Hero,Taylor Swift,49,1,0,11/20/2023,92,200690,Midnights,10/21/2022
Like Crazy,Jimin,50,0,0,11/20/2023,94,212241,FACE,3/24/2023
Santa Tell Me,Ariana Grande,50,0,0,11/20/2023,85,204093,Santa Tell Me,11/24/2014
greedy,Tate McRae,1,0,0,11/18/2023,100,131872,greedy,9/15/2023
Si No Estás,iñigo quintero,2,0,1,11/18/2023,99,184061,Si No Estás,9/23/2022
Cruel Summer,Taylor Swift,3,1,3,11/18/2023,99,178426,Lover,8/23/2019
My Love Mine All Mine,Mitski,4,1,6,11/18/2023,97,137773,The Land Is Inhospitable and So Are We,9/15/2023
Standing Next to You,Jung Kook,5,-2,-3,11/18/2023,96,206019,GOLDEN,11/3/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",6,0,-1,11/18/2023,87,183550,GOLDEN,11/3/2023
Paint The Town Red,Doja Cat,7,1,1,11/18/2023,88,230480,Scarlet,9/20/2023
PERRO NEGRO,"Bad Bunny, Feid",8,-1,-4,11/18/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Lovin On Me,Jack Harlow,9,2,41,11/18/2023,87,138411,Lovin On Me,11/10/2023
Houdini,Dua Lipa,10,-1,40,11/18/2023,89,185917,Houdini,11/9/2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,11,-1,-4,11/18/2023,94,229477,1989 (Taylor's Version),10/26/2023
Strangers,Kenya Grace,12,0,-1,11/18/2023,98,172964,Strangers,9/1/2023
MONACO,Bad Bunny,13,0,-4,11/18/2023,98,267194,nadie sabe lo que va a pasar mañana,10/13/2023
HARLEY QUINN,"Fuerza Regida, Marshmello",14,0,-2,11/18/2023,93,143327,Pa las Baby's Y Belikeada,10/20/2023
Water,Tyla,15,0,-2,11/18/2023,96,200255,Water,7/28/2023
Agora Hills,Doja Cat,16,1,2,11/18/2023,83,265360,Scarlet,9/20/2023
QLONA,"KAROL G, Peso Pluma",17,-1,-3,11/18/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",18,0,-3,11/18/2023,94,191466,Que Onda,8/30/2023
I Wanna Be Yours,Arctic Monkeys,19,0,1,11/18/2023,95,183956,AM,9/9/2013
LALA,Myke Towers,20,0,-1,11/18/2023,96,197920,LA VIDA ES UNA,3/23/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",21,0,-4,11/18/2023,88,201812,3D : The Remixes,10/2/2023
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,22,0,-6,11/18/2023,92,146436,1989 (Taylor's Version),10/26/2023
As It Was,Harry Styles,23,0,2,11/18/2023,94,167303,Harry's House,5/20/2022
Según Quién,"Maluma, Carin Leon",24,0,-3,11/18/2023,89,142334,Don Juan,8/25/2023
Daylight,David Kushner,25,0,-1,11/18/2023,95,212953,Daylight,4/14/2023
Prada,"cassö, RAYE, D-Block Europe",26,1,1,11/18/2023,94,132359,Prada,8/11/2023
vampire,Olivia Rodrigo,27,-1,1,11/18/2023,95,219724,GUTS,9/8/2023
Dance The Night - From Barbie The Album,Dua Lipa,28,0,2,11/18/2023,94,176579,Dance The Night (From Barbie The Album),5/25/2023
Stick Season,Noah Kahan,29,0,7,11/18/2023,90,182346,Stick Season,10/14/2022
All I Want for Christmas Is You,Mariah Carey,30,5,20,11/18/2023,89,241106,Merry Christmas,10/28/1994
Kill Bill,SZA,31,1,3,11/18/2023,91,153946,SOS,12/8/2022
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",32,-2,11,11/18/2023,91,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",33,-2,-7,11/18/2023,94,212878,GÉNESIS,6/29/2023
The Night We Met,Lord Huron,34,-1,4,11/18/2023,82,208211,Strange Trails,4/7/2015
IDGAF (feat. Yeat),"Drake, Yeat",35,2,-3,11/18/2023,93,260111,For All The Dogs,10/6/2023
Starboy,"The Weeknd, Daft Punk",36,-2,-7,11/18/2023,93,230453,Starboy,11/25/2016
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",37,1,-4,11/18/2023,93,227195,Zach Bryan,8/25/2023
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,38,-2,-7,11/18/2023,95,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
Another Love,Tom Odell,39,1,-2,11/18/2023,92,244360,Long Way Down (Deluxe),6/24/2013
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,40,-1,-18,11/18/2023,91,180381,1989 (Taylor's Version),10/26/2023
Last Christmas - Single Version,Wham!,41,4,9,11/18/2023,75,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
Columbia,Quevedo,42,0,-2,11/18/2023,94,186000,Columbia,7/7/2023
Sweater Weather,The Neighbourhood,43,0,-2,11/18/2023,92,240400,I Love You.,4/19/2013
fukumean,Gunna,44,-3,-9,11/18/2023,94,125040,a Gift & a Curse,6/16/2023
Lollipop,Darell,45,-1,-22,11/18/2023,94,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Anti-Hero,Taylor Swift,46,0,0,11/18/2023,92,200690,Midnights,10/21/2022
Lover,Taylor Swift,47,2,2,11/18/2023,92,221306,Lover,8/23/2019
Die For You,The Weeknd,48,-1,-6,11/18/2023,90,260253,Starboy,11/24/2016
Snooze,SZA,49,-1,1,11/18/2023,92,201800,SOS,12/9/2022
Yellow,Coldplay,50,0,0,11/18/2023,91,266773,Parachutes,7/10/2000
greedy,Tate McRae,1,0,1,11/17/2023,100,131872,greedy,9/15/2023
Si No Estás,iñigo quintero,2,0,1,11/17/2023,99,184061,Si No Estás,9/23/2022
Standing Next to You,Jung Kook,3,0,-2,11/17/2023,96,206019,GOLDEN,11/3/2023
Cruel Summer,Taylor Swift,4,0,3,11/17/2023,99,178426,Lover,8/23/2019
My Love Mine All Mine,Mitski,5,0,5,11/17/2023,97,137773,The Land Is Inhospitable and So Are We,9/15/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",6,0,-2,11/17/2023,87,183550,GOLDEN,11/3/2023
PERRO NEGRO,"Bad Bunny, Feid",7,1,-2,11/17/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Paint The Town Red,Doja Cat,8,1,0,11/17/2023,88,230480,Scarlet,9/20/2023
Houdini,Dua Lipa,9,-2,41,11/17/2023,88,185917,Houdini,11/9/2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,10,0,-4,11/17/2023,94,229477,1989 (Taylor's Version),10/26/2023
Lovin On Me,Jack Harlow,11,1,39,11/17/2023,85,138411,Lovin On Me,11/10/2023
Strangers,Kenya Grace,12,1,-1,11/17/2023,98,172964,Strangers,9/1/2023
MONACO,Bad Bunny,13,-2,-4,11/17/2023,98,267194,nadie sabe lo que va a pasar mañana,10/13/2023
HARLEY QUINN,"Fuerza Regida, Marshmello",14,0,-1,11/17/2023,92,143327,Pa las Baby's Y Belikeada,10/20/2023
Water,Tyla,15,0,-3,11/17/2023,96,200255,Water,7/28/2023
QLONA,"KAROL G, Peso Pluma",16,1,-2,11/17/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Agora Hills,Doja Cat,17,-1,1,11/17/2023,83,265360,Scarlet,9/20/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",18,0,-1,11/17/2023,94,191466,Que Onda,8/30/2023
I Wanna Be Yours,Arctic Monkeys,19,0,1,11/17/2023,95,183956,AM,9/9/2013
LALA,Myke Towers,20,2,-1,11/17/2023,96,197920,LA VIDA ES UNA,3/23/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",21,-1,-5,11/17/2023,88,201812,3D : The Remixes,10/2/2023
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,22,-1,-7,11/17/2023,92,146436,1989 (Taylor's Version),10/26/2023
As It Was,Harry Styles,23,0,2,11/17/2023,95,167303,Harry's House,5/20/2022
Según Quién,"Maluma, Carin Leon",24,1,-3,11/17/2023,89,142334,Don Juan,8/25/2023
Daylight,David Kushner,25,-1,-1,11/17/2023,95,212953,Daylight,4/14/2023
vampire,Olivia Rodrigo,26,0,0,11/17/2023,95,219724,GUTS,9/8/2023
Prada,"cassö, RAYE, D-Block Europe",27,1,0,11/17/2023,94,132359,Prada,8/11/2023
Dance The Night - From Barbie The Album,Dua Lipa,28,-1,2,11/17/2023,94,176579,Dance The Night (From Barbie The Album),5/25/2023
Stick Season,Noah Kahan,29,1,10,11/17/2023,90,182346,Stick Season,10/14/2022
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",30,-1,14,11/17/2023,91,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",31,1,-2,11/17/2023,94,212878,GÉNESIS,6/29/2023
Kill Bill,SZA,32,2,2,11/17/2023,91,153946,SOS,12/8/2022
The Night We Met,Lord Huron,33,3,5,11/17/2023,82,208211,Strange Trails,4/7/2015
Starboy,"The Weeknd, Daft Punk",34,-3,-6,11/17/2023,94,230453,Starboy,11/25/2016
All I Want for Christmas Is You,Mariah Carey,35,4,15,11/17/2023,89,241106,Merry Christmas,10/28/1994
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,36,-1,-5,11/17/2023,95,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
IDGAF (feat. Yeat),"Drake, Yeat",37,0,-5,11/17/2023,94,260111,For All The Dogs,10/6/2023
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",38,0,-2,11/17/2023,93,227195,Zach Bryan,8/25/2023
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,39,-6,-17,11/17/2023,91,180381,1989 (Taylor's Version),10/26/2023
Another Love,Tom Odell,40,0,-3,11/17/2023,92,244360,Long Way Down (Deluxe),6/24/2013
fukumean,Gunna,41,2,-6,11/17/2023,94,125040,a Gift & a Curse,6/16/2023
Columbia,Quevedo,42,3,-2,11/17/2023,94,186000,Columbia,7/7/2023
Sweater Weather,The Neighbourhood,43,-1,-2,11/17/2023,92,240400,I Love You.,4/19/2013
Lollipop,Darell,44,-3,-21,11/17/2023,94,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Last Christmas - Single Version,Wham!,45,2,5,11/17/2023,74,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
Anti-Hero,Taylor Swift,46,-2,1,11/17/2023,92,200690,Midnights,10/21/2022
Die For You,The Weeknd,47,-1,-5,11/17/2023,90,260253,Starboy,11/24/2016
Snooze,SZA,48,0,2,11/17/2023,92,201800,SOS,12/9/2022
Lover,Taylor Swift,49,0,1,11/17/2023,92,221306,Lover,8/23/2019
Flowers,Miley Cyrus,50,0,-1,11/17/2023,92,200600,Endless Summer Vacation,8/18/2023
greedy,Tate McRae,1,0,1,11/16/2023,100,131872,greedy,9/15/2023
Si No Estás,iñigo quintero,2,1,1,11/16/2023,99,184061,Si No Estás,9/23/2022
Standing Next to You,Jung Kook,3,-1,-2,11/16/2023,96,206019,GOLDEN,11/3/2023
Cruel Summer,Taylor Swift,4,0,4,11/16/2023,99,178426,Lover,8/23/2019
My Love Mine All Mine,Mitski,5,0,5,11/16/2023,97,137773,The Land Is Inhospitable and So Are We,9/15/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",6,0,-2,11/16/2023,86,183550,GOLDEN,11/3/2023
Houdini,Dua Lipa,7,1,43,11/16/2023,87,185917,Houdini,11/9/2023
PERRO NEGRO,"Bad Bunny, Feid",8,1,-2,11/16/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Paint The Town Red,Doja Cat,9,1,-2,11/16/2023,89,230480,Scarlet,9/20/2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,10,-3,-5,11/16/2023,94,229477,1989 (Taylor's Version),10/26/2023
MONACO,Bad Bunny,11,0,-2,11/16/2023,98,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Lovin On Me,Jack Harlow,12,3,38,11/16/2023,84,138411,Lovin On Me,11/10/2023
Strangers,Kenya Grace,13,-1,-2,11/16/2023,98,172964,Strangers,9/1/2023
HARLEY QUINN,"Fuerza Regida, Marshmello",14,-1,0,11/16/2023,92,143327,Pa las Baby's Y Belikeada,10/20/2023
Water,Tyla,15,-1,-3,11/16/2023,96,200255,Water,7/28/2023
Agora Hills,Doja Cat,16,0,1,11/16/2023,83,265360,Scarlet,9/20/2023
QLONA,"KAROL G, Peso Pluma",17,0,-1,11/16/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",18,0,0,11/16/2023,94,191466,Que Onda,8/30/2023
I Wanna Be Yours,Arctic Monkeys,19,1,0,11/16/2023,95,183956,AM,9/9/2013
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",20,-1,-5,11/16/2023,88,201812,3D : The Remixes,10/2/2023
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,21,0,-8,11/16/2023,92,146436,1989 (Taylor's Version),10/26/2023
LALA,Myke Towers,22,0,-1,11/16/2023,96,197920,LA VIDA ES UNA,3/23/2023
As It Was,Harry Styles,23,1,3,11/16/2023,95,167303,Harry's House,5/20/2022
Daylight,David Kushner,24,-1,0,11/16/2023,95,212953,Daylight,4/14/2023
Según Quién,"Maluma, Carin Leon",25,0,-3,11/16/2023,89,142334,Don Juan,8/25/2023
vampire,Olivia Rodrigo,26,0,-1,11/16/2023,95,219724,GUTS,9/8/2023
Dance The Night - From Barbie The Album,Dua Lipa,27,0,5,11/16/2023,94,176579,Dance The Night (From Barbie The Album),5/25/2023
Prada,"cassö, RAYE, D-Block Europe",28,0,0,11/16/2023,94,132359,Prada,8/11/2023
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",29,0,18,11/16/2023,91,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
Stick Season,Noah Kahan,30,1,11,11/16/2023,90,182346,Stick Season,10/14/2022
Starboy,"The Weeknd, Daft Punk",31,1,-2,11/16/2023,94,230453,Starboy,11/25/2016
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",32,2,2,11/16/2023,94,212878,GÉNESIS,6/29/2023
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,33,-3,-13,11/16/2023,91,180381,1989 (Taylor's Version),10/26/2023
Kill Bill,SZA,34,1,-1,11/16/2023,91,153946,SOS,12/8/2022
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,35,-2,-5,11/16/2023,95,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
The Night We Met,Lord Huron,36,1,2,11/16/2023,82,208211,Strange Trails,4/7/2015
