name,artists,daily_rank,daily_movement,weekly_movement,snapshot_date,popularity,duration_ms,album_name,album_release_date
HARLEY QUINN,"Fuerza Regida, Marshmello",25,1,1,12/16/2023,95,143327,Pa las Baby's Y Belikeada,10/20/2023
I Wanna Be Yours,Arctic Monkeys,26,-2,-1,12/16/2023,95,183956,AM,9/9/2013
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",27,0,0,12/16/2023,95,191466,Que Onda,8/30/2023
Feliz Navidad,José Feliciano,28,2,5,12/16/2023,87,182066,Feliz Navidad,9/24/2002
Agora Hills,Doja Cat,29,-1,0,12/16/2023,85,265360,Scarlet,9/20/2023
vampire,Olivia Rodrigo,30,-1,7,12/16/2023,95,219724,GUTS,9/8/2023
Stick Season,Noah Kahan,31,0,3,12/16/2023,93,182346,Stick Season,10/14/2022
Sleigh Ride,The Ronettes,32,2,6,12/16/2023,83,181266,Sleigh Ride,12/4/2020
Mistletoe,Justin Bieber,33,2,7,12/16/2023,92,182946,Under The Mistletoe (Deluxe Edition),1/1/2011
Según Quién,"Maluma, Carin Leon",34,2,-4,12/16/2023,90,142334,Don Juan,8/25/2023
LUNA,"Feid, ATL Jacob",35,4,15,12/16/2023,86,196800,FERXXOCALIPSIS,12/1/2023
La Diabla,Xavi,36,9,14,12/16/2023,85,172264,La Diabla,11/30/2023
Starboy,"The Weeknd, Daft Punk",37,-5,2,12/16/2023,94,230453,Starboy,11/25/2016
MONACO,Bad Bunny,38,-1,-6,12/16/2023,96,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Kill Bill,SZA,39,-6,-8,12/16/2023,92,153946,SOS,12/8/2022
Daylight,David Kushner,40,-2,1,12/16/2023,94,212953,Daylight,4/14/2023
LALA,Myke Towers,41,2,-6,12/16/2023,95,197920,LA VIDA ES UNA,3/23/2023
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",42,-2,5,12/16/2023,91,229938,The Forever Story (Extended Version),10/31/2022
Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",43,-2,7,12/16/2023,85,250158,ANIMAL,11/24/2023
Houdini,Dua Lipa,44,6,-2,12/16/2023,93,185917,Houdini,11/9/2023
You’re Losing Me (From The Vault),Taylor Swift,45,-3,-21,12/16/2023,93,277831,You're Losing Me (From The Vault),11/29/2023
As It Was,Harry Styles,46,0,0,12/16/2023,94,167303,Harry's House,5/20/2022
exes,Tate McRae,47,0,3,12/16/2023,78,159400,THINK LATER,12/8/2023
The Night We Met,Lord Huron,48,-4,-3,12/16/2023,83,208211,Strange Trails,4/7/2015
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",49,-1,-6,12/16/2023,86,201812,3D : The Remixes,10/2/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",50,0,0,12/16/2023,93,212878,GÉNESIS,6/29/2023
All I Want for Christmas Is You,Mariah Carey,1,0,0,12/15/2023,99,241106,Merry Christmas,10/28/1994
Last Christmas - Single Version,Wham!,2,1,0,12/15/2023,88,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
greedy,Tate McRae,3,-1,1,12/15/2023,100,131872,greedy,9/15/2023
Rockin' Around The Christmas Tree,Brenda Lee,4,0,-1,12/15/2023,97,126266,Merry Christmas From Brenda Lee,10/19/1964
My Love Mine All Mine,Mitski,5,0,0,12/15/2023,98,137773,The Land Is Inhospitable and So Are We,9/15/2023
Lovin On Me,Jack Harlow,6,0,2,12/15/2023,97,138411,Lovin On Me,11/10/2023
Cruel Summer,Taylor Swift,7,1,0,12/15/2023,99,178426,Lover,8/23/2019
Jingle Bell Rock,Bobby Helms,8,1,-2,12/15/2023,93,130973,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),12/2/1957
Santa Tell Me,Ariana Grande,9,41,0,12/15/2023,95,204093,Santa Tell Me,11/24/2014
It's Beginning to Look a Lot like Christmas,Michael Bublé,10,0,1,12/15/2023,86,207199,Christmas (Deluxe Special Edition),10/14/2011
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",11,0,13,12/15/2023,94,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
It's the Most Wonderful Time of the Year,Andy Williams,12,2,1,12/15/2023,79,151000,The Andy Williams Christmas Album,1/1/1963
Snowman,Sia,13,0,1,12/15/2023,94,165900,Everyday Is Christmas (Deluxe Edition),11/1/2018
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",14,-2,-4,12/15/2023,90,183550,GOLDEN,11/3/2023
Paint The Town Red,Doja Cat,15,2,3,12/15/2023,88,230480,Scarlet,9/20/2023
PERRO NEGRO,"Bad Bunny, Feid",16,-1,0,12/15/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Si No Estás,iñigo quintero,17,1,-5,12/15/2023,98,184061,Si No Estás,9/23/2022
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,18,2,-3,12/15/2023,94,117146,A Winter Romance,1/1/1959
QLONA,"KAROL G, Peso Pluma",19,-3,0,12/15/2023,93,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Strangers,Kenya Grace,20,1,1,12/15/2023,97,172964,Strangers,9/1/2023
Underneath the Tree,Kelly Clarkson,21,2,1,12/15/2023,85,229640,Wrapped In Red,10/29/2013
Holly Jolly Christmas,Michael Bublé,22,2,5,12/15/2023,82,119786,Christmas,10/14/2011
Standing Next to You,Jung Kook,23,-4,-6,12/15/2023,98,206019,GOLDEN,11/3/2023
I Wanna Be Yours,Arctic Monkeys,24,-2,-1,12/15/2023,95,183956,AM,9/9/2013
Water,Tyla,25,0,3,12/15/2023,95,200255,Water,7/28/2023
HARLEY QUINN,"Fuerza Regida, Marshmello",26,0,0,12/15/2023,95,143327,Pa las Baby's Y Belikeada,10/20/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",27,0,-2,12/15/2023,95,191466,Que Onda,8/30/2023
Agora Hills,Doja Cat,28,0,1,12/15/2023,85,265360,Scarlet,9/20/2023
vampire,Olivia Rodrigo,29,1,7,12/15/2023,94,219724,GUTS,9/8/2023
Feliz Navidad,José Feliciano,30,3,1,12/15/2023,87,182066,Feliz Navidad,9/24/2002
Stick Season,Noah Kahan,31,0,2,12/15/2023,93,182346,Stick Season,10/14/2022
Starboy,"The Weeknd, Daft Punk",32,-3,7,12/15/2023,94,230453,Starboy,11/25/2016
Kill Bill,SZA,33,-1,-3,12/15/2023,92,153946,SOS,12/8/2022
Sleigh Ride,The Ronettes,34,3,4,12/15/2023,82,181266,Sleigh Ride,12/4/2020
Mistletoe,Justin Bieber,35,3,2,12/15/2023,92,182946,Under The Mistletoe (Deluxe Edition),1/1/2011
Según Quién,"Maluma, Carin Leon",36,-2,-2,12/15/2023,90,142334,Don Juan,8/25/2023
MONACO,Bad Bunny,37,-2,-5,12/15/2023,96,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Daylight,David Kushner,38,-2,2,12/15/2023,94,212953,Daylight,4/14/2023
LUNA,"Feid, ATL Jacob",39,8,11,12/15/2023,85,196800,FERXXOCALIPSIS,12/1/2023
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",40,-1,7,12/15/2023,91,229938,The Forever Story (Extended Version),10/31/2022
Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",41,5,9,12/15/2023,84,250158,ANIMAL,11/24/2023
You’re Losing Me (From The Vault),Taylor Swift,42,-1,-22,12/15/2023,93,277831,You're Losing Me (From The Vault),11/29/2023
LALA,Myke Towers,43,-1,-1,12/15/2023,95,197920,LA VIDA ES UNA,3/23/2023
The Night We Met,Lord Huron,44,-4,-1,12/15/2023,83,208211,Strange Trails,4/7/2015
La Diabla,Xavi,45,5,5,12/15/2023,84,172264,La Diabla,11/30/2023
As It Was,Harry Styles,46,-2,-1,12/15/2023,94,167303,Harry's House,5/20/2022
exes,Tate McRae,47,-2,3,12/15/2023,76,159400,THINK LATER,12/8/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",48,-5,-2,12/15/2023,86,201812,3D : The Remixes,10/2/2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,49,1,-5,12/15/2023,94,229477,1989 (Taylor's Version),10/26/2023
Houdini,Dua Lipa,50,-1,-9,12/15/2023,93,185917,Houdini,11/9/2023
All I Want for Christmas Is You,Mariah Carey,1,0,0,12/14/2023,99,241106,Merry Christmas,10/28/1994
greedy,Tate McRae,2,1,2,12/14/2023,100,131872,greedy,9/15/2023
Last Christmas - Single Version,Wham!,3,-1,-1,12/14/2023,88,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
Rockin' Around The Christmas Tree,Brenda Lee,4,0,-1,12/14/2023,97,126266,Merry Christmas From Brenda Lee,10/19/1964
My Love Mine All Mine,Mitski,5,0,0,12/14/2023,98,137773,The Land Is Inhospitable and So Are We,9/15/2023
Lovin On Me,Jack Harlow,6,1,1,12/14/2023,96,138411,Lovin On Me,11/10/2023
Santa Tell Me - Naughty Version,Ariana Grande,7,-1,43,12/14/2023,56,203493,Christmas & Chill,12/18/2015
Cruel Summer,Taylor Swift,8,0,-2,12/14/2023,99,178426,Lover,8/23/2019
Jingle Bell Rock,Bobby Helms,9,0,-1,12/14/2023,93,130973,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),12/2/1957
It's Beginning to Look a Lot like Christmas,Michael Bublé,10,0,3,12/14/2023,86,207199,Christmas (Deluxe Special Edition),10/14/2011
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",11,0,12,12/14/2023,94,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",12,0,-3,12/14/2023,90,183550,GOLDEN,11/3/2023
Snowman,Sia,13,1,6,12/14/2023,93,165900,Everyday Is Christmas (Deluxe Edition),11/1/2018
It's the Most Wonderful Time of the Year,Andy Williams,14,-1,3,12/14/2023,79,151000,The Andy Williams Christmas Album,1/1/1963
PERRO NEGRO,"Bad Bunny, Feid",15,3,1,12/14/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
QLONA,"KAROL G, Peso Pluma",16,4,2,12/14/2023,93,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Paint The Town Red,Doja Cat,17,2,-2,12/14/2023,88,230480,Scarlet,9/20/2023
Si No Estás,iñigo quintero,18,-1,-6,12/14/2023,98,184061,Si No Estás,9/23/2022
Standing Next to You,Jung Kook,19,-3,-5,12/14/2023,98,206019,GOLDEN,11/3/2023
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,20,-5,0,12/14/2023,94,117146,A Winter Romance,1/1/1959
Strangers,Kenya Grace,21,2,0,12/14/2023,97,172964,Strangers,9/1/2023
I Wanna Be Yours,Arctic Monkeys,22,-1,0,12/14/2023,95,183956,AM,9/9/2013
Underneath the Tree,Kelly Clarkson,23,-1,3,12/14/2023,85,229640,Wrapped In Red,10/29/2013
Holly Jolly Christmas,Michael Bublé,24,0,5,12/14/2023,82,119786,Christmas,10/14/2011
Water,Tyla,25,1,-1,12/14/2023,95,200255,Water,7/28/2023
HARLEY QUINN,"Fuerza Regida, Marshmello",26,-1,2,12/14/2023,95,143327,Pa las Baby's Y Belikeada,10/20/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",27,1,-2,12/14/2023,95,191466,Que Onda,8/30/2023
Agora Hills,Doja Cat,28,-1,-1,12/14/2023,85,265360,Scarlet,9/20/2023
Starboy,"The Weeknd, Daft Punk",29,0,8,12/14/2023,94,230453,Starboy,11/25/2016
vampire,Olivia Rodrigo,30,0,3,12/14/2023,94,219724,GUTS,9/8/2023
Stick Season,Noah Kahan,31,0,-1,12/14/2023,93,182346,Stick Season,10/14/2022
Kill Bill,SZA,32,1,0,12/14/2023,92,153946,SOS,12/8/2022
Feliz Navidad,José Feliciano,33,-1,1,12/14/2023,87,182066,Feliz Navidad,9/24/2002
Según Quién,"Maluma, Carin Leon",34,2,4,12/14/2023,90,142334,Don Juan,8/25/2023
MONACO,Bad Bunny,35,2,-4,12/14/2023,96,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Daylight,David Kushner,36,2,0,12/14/2023,94,212953,Daylight,4/14/2023
Sleigh Ride,The Ronettes,37,-3,8,12/14/2023,82,181266,Sleigh Ride,12/4/2020
Mistletoe,Justin Bieber,38,-3,1,12/14/2023,91,182946,Under The Mistletoe (Deluxe Edition),1/1/2011
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",39,0,11,12/14/2023,91,229938,The Forever Story (Extended Version),10/31/2022
The Night We Met,Lord Huron,40,2,4,12/14/2023,83,208211,Strange Trails,4/7/2015
You’re Losing Me (From The Vault),Taylor Swift,41,-1,-30,12/14/2023,93,277831,You're Losing Me (From The Vault),11/29/2023
LALA,Myke Towers,42,3,1,12/14/2023,95,197920,LA VIDA ES UNA,3/23/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",43,-2,3,12/14/2023,86,201812,3D : The Remixes,10/2/2023
As It Was,Harry Styles,44,0,-2,12/14/2023,94,167303,Harry's House,5/20/2022
exes,Tate McRae,45,5,5,12/14/2023,74,159400,THINK LATER,12/8/2023
Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",46,-3,4,12/14/2023,84,250158,ANIMAL,11/24/2023
LUNA,"Feid, ATL Jacob",47,3,3,12/14/2023,84,196800,FERXXOCALIPSIS,12/1/2023
Snooze,SZA,48,-2,2,12/14/2023,93,201800,SOS,12/9/2022
Houdini,Dua Lipa,49,1,-9,12/14/2023,93,185917,Houdini,11/9/2023
Die For You,The Weeknd,50,-2,0,12/14/2023,90,260253,Starboy,11/24/2016
All I Want for Christmas Is You,Mariah Carey,1,0,0,12/13/2023,99,241106,Merry Christmas,10/28/1994
Last Christmas - Single Version,Wham!,2,0,0,12/13/2023,88,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
greedy,Tate McRae,3,2,1,12/13/2023,100,131872,greedy,9/15/2023
Rockin' Around The Christmas Tree,Brenda Lee,4,-1,-1,12/13/2023,97,126266,Merry Christmas From Brenda Lee,10/19/1964
My Love Mine All Mine,Mitski,5,5,0,12/13/2023,98,137773,The Land Is Inhospitable and So Are We,9/15/2023
Santa Tell Me - Naughty Version,Ariana Grande,6,44,44,12/13/2023,15,203493,Christmas & Chill,12/18/2015
Lovin On Me,Jack Harlow,7,9,1,12/13/2023,96,138411,Lovin On Me,11/10/2023
Cruel Summer,Taylor Swift,8,5,-2,12/13/2023,99,178426,Lover,8/23/2019
Jingle Bell Rock,Bobby Helms,9,-5,-2,12/13/2023,93,130973,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),12/2/1957
It's Beginning to Look a Lot like Christmas,Michael Bublé,10,-4,2,12/13/2023,86,207199,Christmas (Deluxe Special Edition),10/14/2011
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",11,8,12,12/13/2023,94,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",12,5,-3,12/13/2023,90,183550,GOLDEN,11/3/2023
It's the Most Wonderful Time of the Year,Andy Williams,13,-5,3,12/13/2023,78,151000,The Andy Williams Christmas Album,1/1/1963
Snowman,Sia,14,-3,4,12/13/2023,93,165900,Everyday Is Christmas (Deluxe Edition),11/1/2018
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,15,-6,2,12/13/2023,94,117146,A Winter Romance,1/1/1959
Standing Next to You,Jung Kook,16,8,-3,12/13/2023,98,206019,GOLDEN,11/3/2023
Si No Estás,iñigo quintero,17,8,-3,12/13/2023,98,184061,Si No Estás,9/23/2022
PERRO NEGRO,"Bad Bunny, Feid",18,2,2,12/13/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Paint The Town Red,Doja Cat,19,4,-4,12/13/2023,88,230480,Scarlet,9/20/2023
QLONA,"KAROL G, Peso Pluma",20,2,1,12/13/2023,93,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
I Wanna Be Yours,Arctic Monkeys,21,6,-2,12/13/2023,95,183956,AM,9/9/2013
Underneath the Tree,Kelly Clarkson,22,-10,2,12/13/2023,84,229640,Wrapped In Red,10/29/2013
Strangers,Kenya Grace,23,7,-1,12/13/2023,97,172964,Strangers,9/1/2023
Holly Jolly Christmas,Michael Bublé,24,-10,2,12/13/2023,82,119786,Christmas,10/14/2011
HARLEY QUINN,"Fuerza Regida, Marshmello",25,1,6,12/13/2023,95,143327,Pa las Baby's Y Belikeada,10/20/2023
Water,Tyla,26,7,-1,12/13/2023,95,200255,Water,7/28/2023
Agora Hills,Doja Cat,27,8,2,12/13/2023,85,265360,Scarlet,9/20/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",28,0,0,12/13/2023,95,191466,Que Onda,8/30/2023
Starboy,"The Weeknd, Daft Punk",29,7,7,12/13/2023,94,230453,Starboy,11/25/2016
vampire,Olivia Rodrigo,30,9,4,12/13/2023,94,219724,GUTS,9/8/2023
Stick Season,Noah Kahan,31,13,-1,12/13/2023,93,182346,Stick Season,10/14/2022
Feliz Navidad,José Feliciano,32,-17,3,12/13/2023,86,182066,Feliz Navidad,9/24/2002
Kill Bill,SZA,33,8,-1,12/13/2023,92,153946,SOS,12/8/2022
Sleigh Ride,The Ronettes,34,-16,11,12/13/2023,82,181266,Sleigh Ride,12/4/2020
Mistletoe,Justin Bieber,35,-14,2,12/13/2023,91,182946,Under The Mistletoe (Deluxe Edition),1/1/2011
Según Quién,"Maluma, Carin Leon",36,2,6,12/13/2023,90,142334,Don Juan,8/25/2023
MONACO,Bad Bunny,37,6,-4,12/13/2023,96,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Daylight,David Kushner,38,8,1,12/13/2023,94,212953,Daylight,4/14/2023
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",39,11,11,12/13/2023,90,229938,The Forever Story (Extended Version),10/31/2022
You’re Losing Me (From The Vault),Taylor Swift,40,10,-29,12/13/2023,92,277831,You're Losing Me (From The Vault),11/29/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",41,6,5,12/13/2023,86,201812,3D : The Remixes,10/2/2023
The Night We Met,Lord Huron,42,8,1,12/13/2023,83,208211,Strange Trails,4/7/2015
Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",43,7,7,12/13/2023,83,250158,ANIMAL,11/24/2023
As It Was,Harry Styles,44,6,-3,12/13/2023,94,167303,Harry's House,5/20/2022
LALA,Myke Towers,45,3,4,12/13/2023,95,197920,LA VIDA ES UNA,3/23/2023
Snooze,SZA,46,4,4,12/13/2023,93,201800,SOS,12/9/2022
Arjan Vailly,"Manan Bhardwaj, Bhupinder Babbal",47,-2,-9,12/13/2023,81,182170,ANIMAL,11/24/2023
Die For You,The Weeknd,48,2,2,12/13/2023,90,260253,Starboy,11/24/2016
Sweater Weather,The Neighbourhood,49,1,-1,12/13/2023,93,240400,I Love You.,4/19/2013
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,50,0,-10,12/13/2023,94,229477,1989 (Taylor's Version),10/26/2023
All I Want for Christmas Is You,Mariah Carey,1,0,0,12/12/2023,98,241106,Merry Christmas,10/28/1994
Last Christmas - Single Version,Wham!,2,0,0,12/12/2023,87,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
Rockin' Around The Christmas Tree,Brenda Lee,3,0,0,12/12/2023,96,126266,Merry Christmas From Brenda Lee,10/19/1964
Jingle Bell Rock,Bobby Helms,4,0,0,12/12/2023,92,130973,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),12/2/1957
greedy,Tate McRae,5,0,4,12/12/2023,100,131872,greedy,9/15/2023
It's Beginning to Look a Lot like Christmas,Michael Bublé,6,0,0,12/12/2023,85,207199,Christmas (Deluxe Special Edition),10/14/2011
Santa Tell Me,Ariana Grande,7,0,-2,12/12/2023,95,204093,Santa Tell Me,11/24/2014
It's the Most Wonderful Time of the Year,Andy Williams,8,0,0,12/12/2023,78,151000,The Andy Williams Christmas Album,1/1/1963
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,9,0,-2,12/12/2023,94,117146,A Winter Romance,1/1/1959
My Love Mine All Mine,Mitski,10,3,0,12/12/2023,98,137773,The Land Is Inhospitable and So Are We,9/15/2023
Snowman,Sia,11,-1,1,12/12/2023,93,165900,Everyday Is Christmas (Deluxe Edition),11/1/2018
Underneath the Tree,Kelly Clarkson,12,0,1,12/12/2023,84,229640,Wrapped In Red,10/29/2013
Cruel Summer,Taylor Swift,13,1,-2,12/12/2023,99,178426,Lover,8/23/2019
Holly Jolly Christmas,Michael Bublé,14,1,1,12/12/2023,81,119786,Christmas,10/14/2011
Feliz Navidad,José Feliciano,15,1,1,12/12/2023,86,182066,Feliz Navidad,9/24/2002
Lovin On Me,Jack Harlow,16,-5,2,12/12/2023,96,138411,Lovin On Me,11/10/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",17,0,0,12/12/2023,90,183550,GOLDEN,11/3/2023
Sleigh Ride,The Ronettes,18,1,2,12/12/2023,81,181266,Sleigh Ride,12/4/2020
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",19,6,13,12/12/2023,94,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
PERRO NEGRO,"Bad Bunny, Feid",20,-2,8,12/12/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Mistletoe,Justin Bieber,21,2,0,12/12/2023,91,182946,Under The Mistletoe (Deluxe Edition),1/1/2011
QLONA,"KAROL G, Peso Pluma",22,-2,5,12/12/2023,93,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Paint The Town Red,Doja Cat,23,-2,0,12/12/2023,88,230480,Scarlet,9/20/2023
Standing Next to You,Jung Kook,24,2,-2,12/12/2023,98,206019,GOLDEN,11/3/2023
Si No Estás,iñigo quintero,25,-1,-1,12/12/2023,98,184061,Si No Estás,9/23/2022
HARLEY QUINN,"Fuerza Regida, Marshmello",26,-4,4,12/12/2023,95,143327,Pa las Baby's Y Belikeada,10/20/2023
I Wanna Be Yours,Arctic Monkeys,27,3,-1,12/12/2023,95,183956,AM,9/9/2013
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",28,-1,1,12/12/2023,95,191466,Que Onda,8/30/2023
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",29,2,4,12/12/2023,90,214333,Signature Box,10/5/2010
Strangers,Kenya Grace,30,-2,1,12/12/2023,97,172964,Strangers,9/1/2023
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"Frank Sinatra, B. Swanson Quartet",31,2,7,12/12/2023,89,155453,Christmas Songs by Sinatra,11/8/1994
Merry Christmas Everyone,Shakin' Stevens,32,2,-7,12/12/2023,90,220160,Merry Christmas Everyone,11/25/1991
Water,Tyla,33,-4,2,12/12/2023,95,200255,Water,7/28/2023
The Christmas Song (Merry Christmas To You),Nat King Cole,34,3,7,12/12/2023,89,192160,The Christmas Song (Expanded Edition),1/1/1962
Agora Hills,Doja Cat,35,1,4,12/12/2023,85,265360,Scarlet,9/20/2023
Starboy,"The Weeknd, Daft Punk",36,2,8,12/12/2023,94,230453,Starboy,11/25/2016
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,37,2,6,12/12/2023,89,227653,McCartney II (Special Edition),5/16/1980
Según Quién,"Maluma, Carin Leon",38,-6,7,12/12/2023,90,142334,Don Juan,8/25/2023
vampire,Olivia Rodrigo,39,7,3,12/12/2023,94,219724,GUTS,9/8/2023
Driving Home for Christmas,Chris Rea,40,1,-3,12/12/2023,73,239946,New Light Through Old Windows,10/17/1988
Kill Bill,SZA,41,1,-7,12/12/2023,92,153946,SOS,12/8/2022
A Holly Jolly Christmas,Burl Ives,42,1,-6,12/12/2023,90,135533,Have A Holly Jolly Christmas,10/1/1965
MONACO,Bad Bunny,43,-8,-3,12/12/2023,96,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Stick Season,Noah Kahan,44,1,2,12/12/2023,93,182346,Stick Season,10/14/2022
Arjan Vailly,"Manan Bhardwaj, Bhupinder Babbal",45,-1,5,12/12/2023,80,182170,ANIMAL,11/24/2023
Daylight,David Kushner,46,2,1,12/12/2023,94,212953,Daylight,4/14/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",47,2,3,12/12/2023,86,201812,3D : The Remixes,10/2/2023
LALA,Myke Towers,48,-8,2,12/12/2023,95,197920,LA VIDA ES UNA,3/23/2023
White Christmas - 1947 Version,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",49,1,1,12/12/2023,89,177480,Holiday Inn (Original Motion Picture Soundtrack),1/1/1942
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",50,0,0,12/12/2023,88,155933,Greatest Christmas Songs,8/20/1999
All I Want for Christmas Is You,Mariah Carey,1,0,0,12/11/2023,98,241106,Merry Christmas,10/28/1994
Last Christmas - Single Version,Wham!,2,0,0,12/11/2023,87,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
Rockin' Around The Christmas Tree,Brenda Lee,3,1,0,12/11/2023,96,126266,Merry Christmas From Brenda Lee,10/19/1964
Jingle Bell Rock,Bobby Helms,4,1,0,12/11/2023,92,130973,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),12/2/1957
greedy,Tate McRae,5,-2,2,12/11/2023,100,131872,greedy,9/15/2023
It's Beginning to Look a Lot like Christmas,Michael Bublé,6,4,0,12/11/2023,85,207199,Christmas (Deluxe Special Edition),10/14/2011
Santa Tell Me,Ariana Grande,7,0,-2,12/11/2023,94,204093,Santa Tell Me,11/24/2014
